,CCC,CCD,CDC,CDD,DCC,DCD,DDC,DDD
0,0.097,0.144,0.119,0.121,0.138,0.128,0.131,0.122
0,0.097,0.144,0.119,0.121,0.138,0.128,0.131,0.122
0,0.097,0.144,0.119,0.121,0.138,0.128,0.131,0.122
0,0.096,0.144,0.119,0.121,0.138,0.128,0.131,0.123
0,0.096,0.144,0.119,0.121,0.138,0.128,0.131,0.123
0,0.096,0.144,0.119,0.121,0.138,0.128,0.131,0.123
0,0.096,0.144,0.119,0.121,0.138,0.128,0.131,0.123
0,0.096,0.144,0.119,0.12,0.138,0.128,0.131,0.124
0,0.096,0.144,0.119,0.12,0.138,0.128,0.131,0.124
0,0.096,0.145,0.119,0.12,0.137,0.128,0.131,0.124
0,0.096,0.145,0.119,0.12,0.136,0.129,0.131,0.124
0,0.096,0.145,0.119,0.119,0.136,0.129,0.131,0.125
0,0.096,0.145,0.119,0.119,0.136,0.129,0.131,0.125
0,0.096,0.146,0.117,0.12,0.136,0.129,0.131,0.125
0,0.096,0.146,0.117,0.12,0.136,0.129,0.131,0.125
0,0.096,0.146,0.117,0.12,0.136,0.129,0.131,0.125
0,0.095,0.146,0.118,0.12,0.136,0.129,0.131,0.125
0,0.095,0.146,0.118,0.12,0.136,0.129,0.131,0.125
0,0.094,0.146,0.118,0.12,0.136,0.129,0.132,0.125
0,0.094,0.146,0.118,0.12,0.136,0.129,0.132,0.125
0,0.094,0.146,0.118,0.119,0.136,0.13,0.132,0.125
0,0.094,0.146,0.118,0.119,0.136,0.13,0.132,0.125
0,0.094,0.146,0.118,0.119,0.136,0.13,0.132,0.125
0,0.094,0.146,0.118,0.119,0.136,0.13,0.132,0.125
0,0.094,0.146,0.118,0.119,0.136,0.13,0.132,0.125
0,0.094,0.146,0.119,0.118,0.136,0.13,0.132,0.125
0,0.094,0.145,0.12,0.118,0.136,0.13,0.132,0.125
0,0.094,0.145,0.12,0.117,0.136,0.13,0.132,0.126
0,0.094,0.144,0.121,0.117,0.136,0.13,0.132,0.126
0,0.094,0.144,0.121,0.117,0.136,0.13,0.132,0.126
0,0.094,0.144,0.121,0.117,0.136,0.13,0.132,0.126
0,0.094,0.144,0.121,0.117,0.136,0.13,0.132,0.126
0,0.094,0.144,0.122,0.117,0.136,0.129,0.132,0.126
0,0.094,0.143,0.122,0.117,0.137,0.129,0.132,0.126
0,0.094,0.142,0.122,0.117,0.137,0.129,0.132,0.127
0,0.094,0.142,0.122,0.117,0.136,0.129,0.133,0.127
0,0.094,0.142,0.122,0.117,0.136,0.129,0.133,0.127
0,0.094,0.142,0.122,0.117,0.136,0.129,0.133,0.127
0,0.094,0.142,0.122,0.117,0.136,0.129,0.133,0.127
0,0.094,0.141,0.122,0.117,0.136,0.129,0.134,0.127
0,0.094,0.141,0.122,0.117,0.136,0.129,0.134,0.127
0,0.093,0.141,0.122,0.118,0.136,0.129,0.134,0.127
0,0.093,0.141,0.122,0.118,0.136,0.129,0.134,0.127
0,0.093,0.141,0.122,0.119,0.135,0.129,0.134,0.127
0,0.093,0.141,0.122,0.119,0.135,0.129,0.134,0.127
0,0.093,0.142,0.122,0.119,0.135,0.128,0.134,0.127
0,0.094,0.142,0.122,0.118,0.135,0.128,0.134,0.127
0,0.094,0.143,0.122,0.118,0.135,0.127,0.134,0.127
0,0.094,0.142,0.122,0.118,0.135,0.128,0.134,0.127
0,0.094,0.142,0.122,0.118,0.135,0.128,0.134,0.127
0,0.094,0.142,0.122,0.118,0.135,0.128,0.134,0.127
0,0.094,0.142,0.122,0.118,0.135,0.128,0.134,0.127
0,0.095,0.141,0.122,0.118,0.135,0.128,0.134,0.127
0,0.095,0.141,0.122,0.118,0.135,0.128,0.134,0.127
